Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score_Total,Segmento,Customer Name,Customer Age,Gender,Churn
3293,487,2,6280,1,1,1,3,Clientes Dormidos / En Riesgo,Patricia Herman,41,Female,1
3294,67,6,18977,3,2,3,8,Campeones / VIP,Jenna Smith,32,Female,1
3295,293,1,4245,2,1,1,4,Clientes Dormidos / En Riesgo,David Owens,48,Female,0
3296,1209,1,572,1,1,1,3,Clientes Dormidos / En Riesgo,Elizabeth Yang,49,Female,0
3297,245,5,16398,2,2,3,7,Leales y Activos,Anthony Jackson,48,Male,0
3298,234,6,20265,2,2,3,7,Leales y Activos,Rodney Martinez,40,Male,0
3299,233,5,9718,2,2,1,5,Leales y Activos,Michael Phillips,34,Female,1
3300,818,2,8856,1,1,1,3,Clientes Dormidos / En Riesgo,Carrie Delgado,24,Male,0
3301,509,3,5943,1,1,1,3,Clientes Dormidos / En Riesgo,Kari Beck,52,Male,0
3302,28,4,5936,3,1,1,5,Leales y Activos,John Russo,21,Male,0
3303,322,9,28545,1,3,3,7,Leales y Activos,James Rivera,46,Female,0
3304,362,4,17124,1,1,3,5,Leales y Activos,Brandy Frey,25,Male,0
3305,561,1,4930,1,1,1,3,Clientes Dormidos / En Riesgo,Jennifer Bond,47,Female,0
3306,202,5,12516,2,2,2,6,Leales y Activos,Anthony Campbell,67,Male,0
3307,2,5,7959,3,2,1,6,Leales y Activos,Matthew Allen,32,Female,0
3308,118,7,18347,2,3,3,8,Campeones / VIP,Vincent Franco,44,Female,0
3309,128,8,26379,2,3,3,8,Campeones / VIP,Eric Greene,36,Male,0
3310,366,4,11427,1,1,2,4,Clientes Dormidos / En Riesgo,Jacob Rogers,38,Male,1
3311,252,3,4730,2,1,1,4,Clientes Dormidos / En Riesgo,Patricia Stewart,26,Male,0
3312,108,6,15418,3,2,2,7,Leales y Activos,Troy Garcia,30,Male,0
3313,174,6,15441,2,2,2,6,Leales y Activos,William Miller,61,Female,1
3314,53,4,6875,3,1,1,5,Leales y Activos,Crystal Bird,63,Male,0
3315,140,4,11295,2,1,2,5,Leales y Activos,Annette Hatfield,38,Male,0
3316,339,3,4603,1,1,1,3,Clientes Dormidos / En Riesgo,John Avery,63,Female,1
3317,70,3,7684,3,1,1,5,Leales y Activos,Alexandra Hardy,39,Male,0
3318,495,5,10012,1,2,1,4,Clientes Dormidos / En Riesgo,David Ramirez,18,Female,0
3319,711,2,5138,1,1,1,3,Clientes Dormidos / En Riesgo,Raymond Lopez,18,Male,0
3320,792,2,5514,1,1,1,3,Clientes Dormidos / En Riesgo,Jeffrey Sims,42,Female,0
3321,1,5,12907,3,2,2,7,Leales y Activos,Sean Sanchez,22,Male,1
3322,895,2,1668,1,1,1,3,Clientes Dormidos / En Riesgo,Terry Briggs,53,Female,0
3323,461,5,16210,1,2,3,6,Leales y Activos,Mary Hamilton,23,Female,0
3324,986,1,2940,1,1,1,3,Clientes Dormidos / En Riesgo,Courtney Johnson,56,Female,0
3325,149,2,5195,2,1,1,4,Clientes Dormidos / En Riesgo,Jordan Mathews,26,Female,0
3326,288,3,12195,2,1,2,5,Leales y Activos,Douglas Shaw,67,Male,0
3327,52,3,7699,3,1,1,5,Leales y Activos,Mark Rodriguez,29,Female,1
3329,464,1,4971,1,1,1,3,Clientes Dormidos / En Riesgo,Margaret Mayer,30,Male,0
3330,62,6,20915,3,2,3,8,Campeones / VIP,Gary Newman,66,Male,0
3331,110,6,18978,2,2,3,7,Leales y Activos,Jennifer Holmes,37,Male,0
3332,42,5,11822,3,2,2,7,Leales y Activos,Kimberly Mason,46,Male,0
3333,249,5,14528,2,2,2,6,Leales y Activos,Scott Harris,54,Female,0
3334,522,5,15184,1,2,2,5,Leales y Activos,Samantha Mccoy,63,Female,0
3335,43,9,16710,3,3,3,9,Campeones / VIP,Susan Huang,33,Male,0
3336,196,9,23189,2,3,3,8,Campeones / VIP,Joseph Thompson,48,Male,0
3337,87,3,9270,3,1,1,5,Leales y Activos,Erica Gould,66,Female,1
3338,246,1,1376,2,1,1,4,Clientes Dormidos / En Riesgo,Mrs. Denise Munoz DDS,33,Male,0
3339,25,4,6412,3,1,1,5,Leales y Activos,Robert Estrada,31,Female,0
3340,261,5,12676,2,2,2,6,Leales y Activos,John Snyder,24,Female,0
3341,539,5,11974,1,2,2,5,Leales y Activos,Tyler Brown,20,Male,0
3342,16,2,7720,3,1,1,5,Leales y Activos,Ryan Parker,29,Male,0
3343,333,5,9181,1,2,1,4,Clientes Dormidos / En Riesgo,Jeremy Dominguez,51,Female,0
3344,133,4,4768,2,1,1,4,Clientes Dormidos / En Riesgo,Eric Gonzalez,39,Male,0
3345,140,4,6432,2,1,1,4,Clientes Dormidos / En Riesgo,Stephanie Guerrero,42,Male,1
3346,480,8,20811,1,3,3,7,Leales y Activos,Valerie Lee,66,Male,0
3347,171,4,14004,2,1,2,5,Leales y Activos,Brandon Lee DDS,57,Female,0
3348,570,4,11417,1,1,2,4,Clientes Dormidos / En Riesgo,Mallory Ruiz,63,Female,0
3349,76,8,28465,3,3,3,9,Campeones / VIP,Margaret Stone,62,Female,0
3350,238,8,22206,2,3,3,8,Campeones / VIP,Thomas Thomas,36,Female,1
3351,263,5,15945,2,2,2,6,Leales y Activos,John Bradley,32,Female,0
3352,234,4,7839,2,1,1,4,Clientes Dormidos / En Riesgo,Jacqueline Garcia,42,Male,0
3353,434,5,18381,1,2,3,6,Leales y Activos,Christopher Oconnell,30,Male,0
3354,573,5,14855,1,2,2,5,Leales y Activos,Suzanne Weaver,25,Female,1
3355,604,4,9077,1,1,1,3,Clientes Dormidos / En Riesgo,Theresa Clark,67,Female,1
3356,296,4,6812,1,1,1,3,Clientes Dormidos / En Riesgo,Melanie Simmons,28,Male,0
3358,136,4,12616,2,1,2,5,Leales y Activos,Mikayla Benitez,24,Female,1
3359,64,7,10085,3,3,1,7,Leales y Activos,Peter Ellis,60,Female,0
3360,271,5,12562,2,2,2,6,Leales y Activos,John Hill,41,Male,0
3361,603,2,5336,1,1,1,3,Clientes Dormidos / En Riesgo,Emily Ortiz,25,Female,0
3362,84,5,12552,3,2,2,7,Leales y Activos,Amanda Hodges,48,Male,0
3363,74,4,12142,3,1,2,6,Leales y Activos,Lisa Blake,30,Male,1
3364,207,8,21087,2,3,3,8,Campeones / VIP,Victoria Olson,30,Male,1
3365,407,7,21768,1,3,3,7,Leales y Activos,Amber Pope,23,Male,0
3366,180,2,3986,2,1,1,4,Clientes Dormidos / En Riesgo,Katherine Martinez,19,Female,0
3367,438,6,14656,1,2,2,5,Leales y Activos,Mikayla Powers,38,Male,0
3368,503,7,26717,1,3,3,7,Leales y Activos,Wendy Bell,37,Female,0
3369,389,4,9944,1,1,1,3,Clientes Dormidos / En Riesgo,Brittany Mason,63,Male,0
3370,112,8,26429,2,3,3,8,Campeones / VIP,Jason Willis,38,Female,0
3371,513,3,10465,1,1,2,4,Clientes Dormidos / En Riesgo,Phillip Bolton,68,Male,0
3372,47,7,19396,3,3,3,9,Campeones / VIP,Kathleen Goodman,47,Male,0
3373,42,4,10123,3,1,1,5,Leales y Activos,Lisa Ross,23,Female,1
3374,458,6,13410,1,2,2,5,Leales y Activos,Alison Rivera,64,Male,0
3375,38,7,14823,3,3,2,8,Campeones / VIP,Anna Evans,69,Male,0
3376,202,8,23264,2,3,3,8,Campeones / VIP,Joyce Chapman,25,Female,0
3377,360,2,4681,1,1,1,3,Clientes Dormidos / En Riesgo,Diana Newman,27,Male,0
3378,512,4,14153,1,1,2,4,Clientes Dormidos / En Riesgo,David Villanueva,35,Female,0
3379,292,2,6912,2,1,1,4,Clientes Dormidos / En Riesgo,Melissa Roberts,65,Female,0
3380,72,6,13805,3,2,2,7,Leales y Activos,Richard Moore,64,Male,0
3381,798,6,20538,1,2,3,6,Leales y Activos,Jonathan Stout,24,Female,1
3382,405,6,17225,1,2,3,6,Leales y Activos,Mario Novak MD,51,Female,0
3383,350,4,10980,1,1,2,4,Clientes Dormidos / En Riesgo,Jessica White,55,Female,1
3384,351,5,14453,1,2,2,5,Leales y Activos,Sarah Sanchez,62,Female,0
3385,420,4,8965,1,1,1,3,Clientes Dormidos / En Riesgo,Mary Jefferson,66,Female,1
3386,332,6,11152,1,2,2,5,Leales y Activos,Richard James,44,Female,1
3387,281,5,14804,2,2,2,6,Leales y Activos,Daniel Campbell,25,Male,0
3388,6,4,7617,3,1,1,5,Leales y Activos,Robert Fleming,31,Male,0
3389,92,10,26334,3,3,3,9,Campeones / VIP,Madeline Wilson,46,Female,0
3390,418,6,15480,1,2,2,5,Leales y Activos,Donna Hansen,53,Male,1
3391,272,4,8063,2,1,1,4,Clientes Dormidos / En Riesgo,Lauren Becker,35,Male,0
3392,546,5,15798,1,2,2,5,Leales y Activos,Christopher Bell,18,Male,0
3393,538,4,11562,1,1,2,4,Clientes Dormidos / En Riesgo,Jeffrey Blair,59,Female,0
3394,55,5,14424,3,2,2,7,Leales y Activos,Elizabeth Mills,19,Male,0
3395,27,9,26781,3,3,3,9,Campeones / VIP,James Austin,57,Male,0
3396,203,3,5390,2,1,1,4,Clientes Dormidos / En Riesgo,Amy Cooper,54,Female,0
3397,557,4,12097,1,1,2,4,Clientes Dormidos / En Riesgo,Mark Rogers,25,Male,0
3398,243,5,10488,2,2,2,6,Leales y Activos,Kylie Farmer,37,Female,1
3399,295,7,23436,1,3,3,7,Leales y Activos,Derek Arellano,33,Female,0
3400,1129,2,2224,1,1,1,3,Clientes Dormidos / En Riesgo,Steven Mckay,67,Female,0
3401,572,3,12303,1,1,2,4,Clientes Dormidos / En Riesgo,Amber Johnson,49,Male,0
3402,43,4,9301,3,1,1,5,Leales y Activos,Daisy Conley,44,Male,1
3403,308,4,12981,1,1,2,4,Clientes Dormidos / En Riesgo,Jon Cook,61,Male,0
3404,679,4,7188,1,1,1,3,Clientes Dormidos / En Riesgo,Lisa Henderson,27,Male,1
3405,222,6,15484,2,2,2,6,Leales y Activos,Richard Johnson,50,Male,0
3406,215,4,13891,2,1,2,5,Leales y Activos,Michael Anderson,24,Male,0
3407,23,4,9918,3,1,1,5,Leales y Activos,Matthew Aguilar,49,Male,0
3408,74,6,19894,3,2,3,8,Campeones / VIP,Barbara Farmer,28,Male,0
3409,110,9,29448,2,3,3,8,Campeones / VIP,Sabrina Lewis,46,Female,1
3410,663,3,7088,1,1,1,3,Clientes Dormidos / En Riesgo,Amy Wallace,28,Male,0
3411,195,3,11536,2,1,2,5,Leales y Activos,Carol Reese,50,Male,0
3412,79,6,9788,3,2,1,6,Leales y Activos,Danielle Wilson,22,Female,0
3413,294,3,10195,1,1,1,3,Clientes Dormidos / En Riesgo,Anita Wilson,41,Female,1
3414,164,5,12566,2,2,2,6,Leales y Activos,Thomas Woods,44,Male,1
3415,119,5,19803,2,2,3,7,Leales y Activos,Ms. Lindsay Mcpherson,41,Male,0
3416,19,4,14794,3,1,2,6,Leales y Activos,Cynthia Phillips,41,Female,0
3417,611,4,12353,1,1,2,4,Clientes Dormidos / En Riesgo,Kathleen Castillo,36,Female,0
3418,101,10,23781,3,3,3,9,Campeones / VIP,Rebecca Harrison,57,Male,0
3419,356,3,9876,1,1,1,3,Clientes Dormidos / En Riesgo,Daniel Davidson,51,Female,0
3420,196,6,15926,2,2,2,6,Leales y Activos,Michael Shah,58,Male,0
3421,891,4,8904,1,1,1,3,Clientes Dormidos / En Riesgo,Marcus Huerta,44,Female,0
3422,275,4,13878,2,1,2,5,Leales y Activos,Justin Harper,23,Male,0
3423,52,7,21703,3,3,3,9,Campeones / VIP,Joyce Foley,47,Female,0
3424,130,8,17928,2,3,3,8,Campeones / VIP,Haley Joyce,35,Female,0
3425,252,6,15116,2,2,2,6,Leales y Activos,Christopher Wall,35,Male,1
3426,772,1,2099,1,1,1,3,Clientes Dormidos / En Riesgo,Cindy Harper,56,Male,0
3427,34,7,22082,3,3,3,9,Campeones / VIP,Shelia Peters,49,Male,0
3428,305,5,11335,1,2,2,5,Leales y Activos,Joy Carpenter,58,Female,0
3429,51,7,22231,3,3,3,9,Campeones / VIP,Brenda Hughes,37,Male,0
3430,525,4,8183,1,1,1,3,Clientes Dormidos / En Riesgo,Anthony Davis,26,Female,1
3431,135,5,18644,2,2,3,7,Leales y Activos,Shannon Sanchez,50,Male,0
3432,534,2,7450,1,1,1,3,Clientes Dormidos / En Riesgo,Derek Sutton,36,Female,0
3433,654,8,22393,1,3,3,7,Leales y Activos,Dan Martinez,55,Male,0
3434,903,3,13065,1,1,2,4,Clientes Dormidos / En Riesgo,Claudia Taylor,57,Male,0
3435,999,4,14303,1,1,2,4,Clientes Dormidos / En Riesgo,Deborah Brown,65,Male,0
3436,325,4,9238,1,1,1,3,Clientes Dormidos / En Riesgo,Shari Taylor,60,Male,0
3437,309,5,7854,1,2,1,4,Clientes Dormidos / En Riesgo,Michelle Jordan,37,Male,0
3438,356,3,7165,1,1,1,3,Clientes Dormidos / En Riesgo,Ashley Johnson,33,Male,0
3439,34,7,19006,3,3,3,9,Campeones / VIP,Danielle Brown,45,Female,0
3440,18,7,21733,3,3,3,9,Campeones / VIP,Sherri Sheppard,54,Female,0
3441,85,6,17743,3,2,3,8,Campeones / VIP,Mary Bailey,51,Male,0
3442,417,2,4066,1,1,1,3,Clientes Dormidos / En Riesgo,Christopher Ford,50,Male,0
3443,409,3,6633,1,1,1,3,Clientes Dormidos / En Riesgo,Ronald Garza,24,Female,0
3444,319,8,24748,1,3,3,7,Leales y Activos,Mary Armstrong,68,Male,0
3445,352,3,3934,1,1,1,3,Clientes Dormidos / En Riesgo,Thomas Johnson,50,Male,0
3446,376,2,4815,1,1,1,3,Clientes Dormidos / En Riesgo,Dustin Lee,46,Female,0
3447,611,8,22375,1,3,3,7,Leales y Activos,Pamela Espinoza,64,Male,0
3448,131,5,14120,2,2,2,6,Leales y Activos,Tara Rogers,29,Male,0
3449,201,5,11896,2,2,2,6,Leales y Activos,Connie Baker,50,Male,0
3450,330,7,21123,1,3,3,7,Leales y Activos,Jeffrey Clark,26,Male,0
3451,479,3,10663,1,1,2,4,Clientes Dormidos / En Riesgo,Mary Matthews,67,Male,0
3452,54,8,22271,3,3,3,9,Campeones / VIP,Justin Gonzalez,69,Female,0
3453,634,3,4821,1,1,1,3,Clientes Dormidos / En Riesgo,Shawn Mullins,48,Male,0
3454,369,6,16392,1,2,3,6,Leales y Activos,Evan Spence,40,Female,0
3455,418,4,7536,1,1,1,3,Clientes Dormidos / En Riesgo,Stephanie Bean,39,Female,0
3456,402,4,9246,1,1,1,3,Clientes Dormidos / En Riesgo,Andrew Marquez,60,Male,1
3457,931,1,2919,1,1,1,3,Clientes Dormidos / En Riesgo,Alice Harper,55,Male,1
3458,169,6,17678,2,2,3,7,Leales y Activos,Mariah Garrett,69,Male,0
3459,317,5,16097,1,2,2,5,Leales y Activos,Diana Evans,34,Male,0
3460,94,4,13622,3,1,2,6,Leales y Activos,Diane Pennington,45,Male,0
3461,113,9,30045,2,3,3,8,Campeones / VIP,Sarah Garner,43,Male,1
3462,307,4,14204,1,1,2,4,Clientes Dormidos / En Riesgo,Sally Smith,59,Female,1
3463,51,6,14504,3,2,2,7,Leales y Activos,Jorge Woodward,36,Female,0
3464,78,4,12581,3,1,2,6,Leales y Activos,Mr. Nicholas Hale,56,Male,0
3465,306,8,18520,1,3,3,7,Leales y Activos,Olivia Davies,33,Female,0
3466,27,9,20542,3,3,3,9,Campeones / VIP,Kayla Ward,31,Male,0
3467,19,7,21722,3,3,3,9,Campeones / VIP,Tara Rodriguez,41,Male,0
3468,183,8,18617,2,3,3,8,Campeones / VIP,Karen Gonzalez,44,Female,1
3469,186,3,5998,2,1,1,4,Clientes Dormidos / En Riesgo,Megan Sanchez,43,Female,0
3470,126,3,8971,2,1,1,4,Clientes Dormidos / En Riesgo,Ronnie Horton,22,Male,0
3471,149,4,7841,2,1,1,4,Clientes Dormidos / En Riesgo,Mark Myers,38,Male,1
3472,42,5,16917,3,2,3,8,Campeones / VIP,David Collins,27,Female,1
3473,20,9,20953,3,3,3,9,Campeones / VIP,Nancy Cunningham,59,Male,0
3474,103,8,23747,3,3,3,9,Campeones / VIP,Jordan Christensen,64,Female,0
3475,657,5,14728,1,2,2,5,Leales y Activos,James Morrow,25,Female,0
3476,527,4,7440,1,1,1,3,Clientes Dormidos / En Riesgo,Anna Gould,37,Male,0
3477,704,3,7148,1,1,1,3,Clientes Dormidos / En Riesgo,Mary Dominguez,43,Female,1
3478,133,6,22026,2,2,3,7,Leales y Activos,Jennifer Reyes,18,Female,0
3479,220,4,7487,2,1,1,4,Clientes Dormidos / En Riesgo,Nancy Fitzgerald,43,Female,0
3480,265,4,13574,2,1,2,5,Leales y Activos,Elijah Hood,36,Female,0
3481,77,5,13309,3,2,2,7,Leales y Activos,James Leonard,21,Male,1
3482,189,6,13918,2,2,2,6,Leales y Activos,Andrew Figueroa,62,Male,0
3483,449,2,9572,1,1,1,3,Clientes Dormidos / En Riesgo,Bethany Rice,54,Female,0
3484,14,5,15179,3,2,2,7,Leales y Activos,Amy Parker,70,Female,0
3485,243,3,8785,2,1,1,4,Clientes Dormidos / En Riesgo,Kim Bush,26,Female,0
3486,342,3,6254,1,1,1,3,Clientes Dormidos / En Riesgo,Courtney Nelson,33,Male,0
3487,0,6,16018,3,2,2,7,Leales y Activos,Kenneth Leonard,30,Male,0
3488,49,6,12869,3,2,2,7,Leales y Activos,Amanda Davis,38,Male,1
3489,59,9,19337,3,3,3,9,Campeones / VIP,Cory Stanley,23,Female,0
3490,57,4,12318,3,1,2,6,Leales y Activos,Robin Bright,27,Male,1
3491,472,3,3944,1,1,1,3,Clientes Dormidos / En Riesgo,Alexander Reyes,38,Female,0
3492,43,9,34193,3,3,3,9,Campeones / VIP,Colton Taylor,53,Male,0
3493,12,8,14704,3,3,2,8,Campeones / VIP,Nicholas Wells,51,Male,0
3494,38,7,21398,3,3,3,9,Campeones / VIP,Jessica Jimenez MD,51,Female,0
3495,353,7,21385,1,3,3,7,Leales y Activos,Julie Jordan,55,Male,0
3496,34,7,24232,3,3,3,9,Campeones / VIP,Annette Marshall,56,Female,0
3497,579,6,15625,1,2,2,5,Leales y Activos,Austin Poole,34,Female,0
3498,221,7,17077,2,3,3,8,Campeones / VIP,Nicole Serrano,62,Female,0
3499,165,3,6637,2,1,1,4,Clientes Dormidos / En Riesgo,Paul Barker,31,Male,0
3500,55,4,15181,3,1,2,6,Leales y Activos,Karen Romero,50,Male,0
3501,182,6,18150,2,2,3,7,Leales y Activos,Brian Vang,60,Female,0
3502,303,6,14560,1,2,2,5,Leales y Activos,Victor Bolton,20,Female,0
3503,322,11,30245,1,3,3,7,Leales y Activos,Molly Cunningham,24,Male,0
3504,214,5,18458,2,2,3,7,Leales y Activos,Anna Cabrera,23,Female,0
3505,171,5,16969,2,2,3,7,Leales y Activos,Hector Richards,63,Female,0
3506,186,4,9684,2,1,1,4,Clientes Dormidos / En Riesgo,Cheryl Harris,58,Female,0
3507,34,9,30352,3,3,3,9,Campeones / VIP,Marcus Wolfe,39,Female,0
3508,134,7,19050,2,3,3,8,Campeones / VIP,Lindsay Garrett,42,Male,0
3509,144,2,10439,2,1,2,5,Leales y Activos,Mary Simmons,63,Male,0
3510,665,1,1563,1,1,1,3,Clientes Dormidos / En Riesgo,Matthew Baldwin,18,Female,0
3511,341,7,19837,1,3,3,7,Leales y Activos,Erica Fisher,58,Male,0
3512,194,3,10311,2,1,2,5,Leales y Activos,Stephanie Hansen,38,Female,0
3513,311,7,25118,1,3,3,7,Leales y Activos,Kevin Coffey,49,Female,0
3514,8,6,16628,3,2,3,8,Campeones / VIP,Ronald Browning,56,Female,0
3515,230,6,21077,2,2,3,7,Leales y Activos,Barbara Clark,31,Female,0
3516,75,5,10551,3,2,2,7,Leales y Activos,Jose Poole,32,Male,0
3517,350,9,25867,1,3,3,7,Leales y Activos,Derek Perez,30,Female,0
3518,34,5,11998,3,2,2,7,Leales y Activos,Bradley Hudson,22,Female,1
3519,530,3,13012,1,1,2,4,Clientes Dormidos / En Riesgo,Jared Smith,61,Male,0
3520,4,3,7641,3,1,1,5,Leales y Activos,Christina White,47,Male,0
3521,140,9,22571,2,3,3,8,Campeones / VIP,Audrey White,68,Male,1
3522,186,8,26426,2,3,3,8,Campeones / VIP,Lindsey Herrera,61,Male,1
3523,691,4,15934,1,1,2,4,Clientes Dormidos / En Riesgo,Lisa Davis,70,Female,0
3524,81,4,14216,3,1,2,6,Leales y Activos,Julie Adams,58,Male,1
3525,205,3,7898,2,1,1,4,Clientes Dormidos / En Riesgo,John Edwards,66,Male,0
3526,40,8,18644,3,3,3,9,Campeones / VIP,Angela Blair,22,Female,1
3527,165,3,4535,2,1,1,4,Clientes Dormidos / En Riesgo,Mark Clark,38,Male,0
3528,200,9,26418,2,3,3,8,Campeones / VIP,Thomas Smith,55,Female,0
3530,78,7,20584,3,3,3,9,Campeones / VIP,Cynthia Hernandez,26,Female,1
3531,207,7,16620,2,3,3,8,Campeones / VIP,Mallory Martin,30,Female,0
3532,113,4,11801,2,1,2,5,Leales y Activos,Stephanie Richard,42,Female,0
3533,231,3,3524,2,1,1,4,Clientes Dormidos / En Riesgo,Patricia Howell,27,Female,0
3534,90,4,8295,3,1,1,5,Leales y Activos,Dr. Shawn Hubbard MD,67,Female,0
3535,11,6,20269,3,2,3,8,Campeones / VIP,John Rodriguez,35,Female,0
3536,44,4,7604,3,1,1,5,Leales y Activos,Ernest Murphy,43,Male,0
3537,884,1,3122,1,1,1,3,Clientes Dormidos / En Riesgo,Robert Weiss,31,Female,0
3538,381,3,10043,1,1,1,3,Clientes Dormidos / En Riesgo,Jennifer Anderson,66,Male,0
3539,22,5,13304,3,2,2,7,Leales y Activos,Jeffrey Anderson,42,Male,0
3540,771,2,8053,1,1,1,3,Clientes Dormidos / En Riesgo,Darrell Ramirez,48,Female,0
3541,510,3,7115,1,1,1,3,Clientes Dormidos / En Riesgo,Stephanie Huang,53,Female,0
3542,297,6,11254,1,2,2,5,Leales y Activos,Alexander Hernandez,48,Female,0
3543,204,5,12564,2,2,2,6,Leales y Activos,Ryan Brooks,47,Male,1
3544,182,5,15349,2,2,2,6,Leales y Activos,Jennifer Jones,32,Female,0
3545,615,2,5543,1,1,1,3,Clientes Dormidos / En Riesgo,Theresa Gonzalez,45,Male,0
3546,668,5,17947,1,2,3,6,Leales y Activos,Megan White,70,Female,1
3547,139,7,14103,2,3,2,7,Leales y Activos,Sherry Roberts,26,Female,0
3548,62,9,28656,3,3,3,9,Campeones / VIP,Michael Ross,61,Female,0
3549,457,4,5053,1,1,1,3,Clientes Dormidos / En Riesgo,Joshua Moore,32,Female,0
3550,230,6,13544,2,2,2,6,Leales y Activos,Sheila Daniel,28,Female,1
3551,55,6,9430,3,2,1,6,Leales y Activos,Tanya Acevedo DDS,36,Male,0
3552,412,5,18443,1,2,3,6,Leales y Activos,Lisa Dorsey,35,Female,0
3553,874,3,10924,1,1,2,4,Clientes Dormidos / En Riesgo,Joshua Smith,47,Male,1
3554,6,9,22138,3,3,3,9,Campeones / VIP,Terry Gaines,34,Female,0
3555,614,3,6602,1,1,1,3,Clientes Dormidos / En Riesgo,James Lloyd,39,Male,1
3556,123,7,12948,2,3,2,7,Leales y Activos,Megan Barnes MD,30,Female,0
3557,124,6,13630,2,2,2,6,Leales y Activos,Nicole Newton,29,Male,0
3558,228,4,9381,2,1,1,4,Clientes Dormidos / En Riesgo,Derrick Stuart,18,Female,0
3559,21,5,8110,3,2,1,6,Leales y Activos,David Moore,26,Male,0
3560,38,9,16028,3,3,2,8,Campeones / VIP,Jessica Hensley,37,Male,0
3561,91,5,13259,3,2,2,7,Leales y Activos,Lisa Austin,26,Male,1
3562,20,5,15067,3,2,2,7,Leales y Activos,Dustin Torres,38,Male,0
3563,218,4,9871,2,1,1,4,Clientes Dormidos / En Riesgo,Shannon Knight,62,Female,1
3564,33,4,7418,3,1,1,5,Leales y Activos,Lisa Robinson,34,Female,0
3565,255,2,7026,2,1,1,4,Clientes Dormidos / En Riesgo,Jacqueline Burch,68,Male,0
3566,2,3,7349,3,1,1,5,Leales y Activos,Craig Orozco,39,Female,0
3567,70,4,16695,3,1,3,7,Leales y Activos,Tammy Cline,31,Male,1
3568,361,6,15511,1,2,2,5,Leales y Activos,Chad Lowe,34,Female,0
3569,548,2,4777,1,1,1,3,Clientes Dormidos / En Riesgo,Traci Scott,61,Female,0
3570,32,7,22672,3,3,3,9,Campeones / VIP,Dr. Shannon Patterson,53,Male,0
3571,259,7,20610,2,3,3,8,Campeones / VIP,Derek Cohen,70,Female,0
3572,921,1,1175,1,1,1,3,Clientes Dormidos / En Riesgo,Jennifer Calhoun,19,Male,0
3573,936,2,6802,1,1,1,3,Clientes Dormidos / En Riesgo,Shannon Santos,51,Female,0
3574,41,8,27917,3,3,3,9,Campeones / VIP,Alyssa Rush,57,Male,1
3575,241,4,8854,2,1,1,4,Clientes Dormidos / En Riesgo,Gordon Harris,52,Male,0
3576,95,3,10567,3,1,2,6,Leales y Activos,Gregory Gray,61,Male,1
3577,122,5,12632,2,2,2,6,Leales y Activos,Anthony Rodriguez,28,Female,0
3578,218,7,12599,2,3,2,7,Leales y Activos,Samuel Mata,51,Male,1
3579,456,4,9349,1,1,1,3,Clientes Dormidos / En Riesgo,Mr. Michael Rose,37,Male,0
3580,989,3,10654,1,1,2,4,Clientes Dormidos / En Riesgo,Christopher Hicks,49,Male,1
3581,129,4,11802,2,1,2,5,Leales y Activos,Nancy Huffman,54,Female,0
3582,72,5,10735,3,2,2,7,Leales y Activos,Paul Montgomery,29,Female,0
3583,857,2,4387,1,1,1,3,Clientes Dormidos / En Riesgo,Yolanda Tanner,61,Female,0
3584,66,10,17924,3,3,3,9,Campeones / VIP,Robert Nichols,47,Female,1
3585,15,4,11976,3,1,2,6,Leales y Activos,Tyler Fields,46,Female,0
3586,70,5,13521,3,2,2,7,Leales y Activos,Leah Rios,45,Female,0
3587,58,9,27594,3,3,3,9,Campeones / VIP,Michael Dyer,42,Female,1
3588,222,8,19860,2,3,3,8,Campeones / VIP,Benjamin Johnson,34,Male,0
3589,285,6,19787,2,2,3,7,Leales y Activos,Alexander Vega,57,Female,0
3590,7,7,22126,3,3,3,9,Campeones / VIP,Brenda Patel,68,Female,0
3591,708,2,7651,1,1,1,3,Clientes Dormidos / En Riesgo,Todd Matthews,54,Male,0
3592,108,9,25081,3,3,3,9,Campeones / VIP,Mr. Richard Willis MD,64,Female,1
3593,12,4,12436,3,1,2,6,Leales y Activos,Kelly Harris,55,Female,0
3594,0,10,15972,3,3,2,8,Campeones / VIP,Kristen Garcia,20,Male,0
3595,360,3,9865,1,1,1,3,Clientes Dormidos / En Riesgo,William Turner,19,Male,1
3596,144,6,20227,2,2,3,7,Leales y Activos,Anthony Jensen,25,Female,0
3597,79,8,14892,3,3,2,8,Campeones / VIP,Rebecca Herrera,36,Male,0
3598,91,6,14679,3,2,2,7,Leales y Activos,Tara Mann,54,Female,1
3599,119,6,7287,2,2,1,5,Leales y Activos,Brandon Haley,38,Male,0
3600,844,2,4916,1,1,1,3,Clientes Dormidos / En Riesgo,Jimmy Woods,52,Male,0
3601,61,7,21106,3,3,3,9,Campeones / VIP,Beth Williams,46,Male,0
3602,54,3,9226,3,1,1,5,Leales y Activos,Benjamin Green,45,Male,0
3603,1006,2,5981,1,1,1,3,Clientes Dormidos / En Riesgo,Heather Perkins,28,Female,1
3604,348,4,3652,1,1,1,3,Clientes Dormidos / En Riesgo,Martin Smith,22,Female,0
3605,260,7,20563,2,3,3,8,Campeones / VIP,Michael Hamilton,35,Female,0
3606,171,3,7025,2,1,1,4,Clientes Dormidos / En Riesgo,Reginald Farmer,29,Male,0
